"pos","lat","lon","alt","time","speed","bearing","acc","heartRate","cadence","temperature","strides","speed_sensor","custom_coords"
"274","64.843142","-163.726395","61","2022-07-07T08:49:13.667+0900","0.68","278","4.16","","","","","",""
"275","64.843175","-163.726584","59","2022-07-07T08:49:24.209+0900","0.89","303","4.54","","","","","",""
"276","64.843186","-163.726753","61","2022-07-07T08:49:35.685+0900","0.45","276","4.23","","","","","",""
"277","64.843200","-163.726845","60","2022-07-07T08:49:45.000+0900","0.65","312","4.39","","","","","",""
"278","64.843219","-163.727008","63","2022-07-07T08:49:54.509+0900","0.68","301","8.55","","","","","",""
"279","64.843240","-163.727110","62","2022-07-07T08:50:05.609+0900","0.58","330","5.55","","","","","",""
"280","64.843260","-163.727238","61","2022-07-07T08:50:14.847+0900","0.39","306","4.04","","","","","",""
"281","64.843276","-163.727326","62","2022-07-07T08:50:24.000+0900","0.13","314","3.57","","","","","",""
"282","64.843281","-163.727294","63","2022-07-07T08:50:33.323+0900","0.31","348","3.42","","","","","",""
"283","64.843296","-163.727254","63","2022-07-07T08:50:43.000+0900","0.00","348","3.63","","","","","",""
"284","64.843303","-163.727276","66","2022-07-07T08:50:57.187+0900","0.58","331","3.64","","","","","",""
"285","64.843320","-163.727461","64","2022-07-07T08:51:06.188+0900","0.59","324","5.07","","","","","",""
"286","64.843324","-163.727552","65","2022-07-07T08:51:16.000+0900","0.35","283","4.19","","","","","",""
"287","64.843342","-163.727728","66","2022-07-07T08:51:26.707+0900","0.62","276","4.50","","","","","",""
"288","64.843416","-163.727841","66","2022-07-07T08:51:36.505+0900","0.60","305","4.38","","","","","",""
"289","64.843468","-163.727944","66","2022-07-07T08:51:45.609+0900","0.61","323","4.45","","","","","",""
"290","64.843468","-163.728101","66","2022-07-07T08:51:55.346+0900","0.64","289","4.92","","","","","",""
"291","64.843453","-163.728174","65","2022-07-07T08:52:04.687+0900","0.47","268","3.69","","","","","",""
"292","64.843438","-163.728245","64","2022-07-07T08:52:14.144+0900","0.23","270","3.93","","","","","",""
"293","64.843420","-163.728420","65","2022-07-07T08:52:23.444+0900","0.87","265","4.46","","","","","",""
"294","64.843416","-163.728547","66","2022-07-07T08:52:33.147+0900","0.47","360","4.14","","","","","",""
"295","64.843408","-163.728536","66","2022-07-07T08:52:42.188+0900","0.00","360","3.06","","","","","",""
"296","64.843406","-163.728591","67","2022-07-07T08:52:51.221+0900","0.92","237","3.45","","","","","",""
"297","64.843383","-163.728769","67","2022-07-07T08:53:01.000+0900","0.27","266","4.48","","","","","",""
"298","64.843379","-163.728732","69","2022-07-07T08:53:11.545+0900","0.06","258","3.73","","","","","",""
"299","64.843395","-163.728660","67","2022-07-07T08:53:21.609+0900","0.01","258","3.77","","","","","",""
"300","64.843388","-163.728681","66","2022-07-07T08:53:56.000+0900","0.74","204","3.90","","","","","",""
"301","64.843355","-163.728746","70","2022-07-07T08:54:05.362+0900","0.83","210","4.90","","","","","",""
"302","64.843353","-163.728963","68","2022-07-07T08:54:16.702+0900","0.75","280","4.31","","","","","",""
"303","64.843375","-163.729061","70","2022-07-07T08:54:26.000+0900","0.44","312","4.57","","","","","",""
"304","64.843406","-163.729112","70","2022-07-07T08:54:35.407+0900","0.56","324","4.59","","","","","",""
"305","64.843435","-163.729253","69","2022-07-07T08:54:45.325+0900","0.60","311","4.35","","","","","",""
"306","64.843449","-163.729398","68","2022-07-07T08:54:56.647+0900","0.53","265","4.51","","","","","",""
"307","64.843496","-163.729517","68","2022-07-07T08:55:06.669+0900","0.75","326","4.25","","","","","",""
"308","64.843488","-163.729610","69","2022-07-07T08:55:16.367+0900","0.34","310","4.05","","","","","",""
"309","64.843534","-163.729800","66","2022-07-07T08:55:25.506+0900","0.75","314","4.10","","","","","",""
"310","64.843603","-163.729744","68","2022-07-07T08:55:35.000+0900","0.34","72","4.32","","","","","",""
"311","64.843659","-163.729834","66","2022-07-07T08:55:44.647+0900","0.77","356","4.74","","","","","",""
"312","64.843655","-163.730000","66","2022-07-07T08:55:54.209+0900","0.70","277","4.28","","","","","",""
"313","64.843732","-163.729927","66","2022-07-07T08:56:03.388+0900","0.53","21","4.38","","","","","",""
"314","64.843775","-163.729838","68","2022-07-07T08:56:13.206+0900","0.49","46","4.15","","","","","",""
"315","64.843784","-163.729840","67","2022-07-07T08:56:35.000+0900","0.42","63","3.69","","","","","",""
"316","64.843781","-163.729863","66","2022-07-07T08:56:44.423+0900","0.01","63","3.74","","","","","",""
"317","64.843796","-163.729782","66","2022-07-07T08:56:56.428+0900","0.53","78","4.35","","","","","",""
"318","64.843805","-163.729771","68","2022-07-07T08:57:05.451+0900","0.01","45","4.14","","","","","",""
"319","64.843811","-163.729701","68","2022-07-07T08:57:16.348+0900","0.92","104","4.08","","","","","",""
"320","64.843813","-163.729558","67","2022-07-07T08:57:25.824+0900","0.64","33","4.64","","","","","",""
"321","64.843856","-163.729485","69","2022-07-07T08:57:35.321+0900","0.80","63","4.18","","","","","",""
"322","64.843910","-163.729376","69","2022-07-07T08:57:46.189+0900","0.59","18","4.28","","","","","",""
"323","64.843906","-163.729261","69","2022-07-07T08:57:55.248+0900","0.45","126","4.29","","","","","",""
"324","64.843909","-163.729151","67","2022-07-07T08:58:04.444+0900","0.46","77","4.20","","","","","",""
"325","64.843965","-163.729092","69","2022-07-07T08:58:13.732+0900","0.37","17","4.34","","","","","",""
"326","64.843966","-163.728988","70","2022-07-07T08:58:23.344+0900","0.33","121","4.57","","","","","",""
"327","64.843999","-163.728865","70","2022-07-07T08:58:33.263+0900","0.82","78","4.53","","","","","",""
"328","64.844029","-163.728785","69","2022-07-07T08:58:42.567+0900","0.51","45","3.95","","","","","",""
"329","64.844017","-163.728674","68","2022-07-07T08:58:51.729+0900","0.42","86","4.16","","","","","",""
"330","64.843974","-163.728558","68","2022-07-07T08:59:01.567+0900","0.57","135","4.64","","","","","",""
"331","64.843924","-163.728488","65","2022-07-07T08:59:10.649+0900","0.78","133","4.86","","","","","",""
"332","64.843923","-163.728261","67","2022-07-07T08:59:21.687+0900","0.95","58","4.53","","","","","",""
"333","64.843942","-163.728239","63","2022-07-07T08:59:31.308+0900","0.57","70","4.30","","","","","",""
"334","64.843964","-163.728075","66","2022-07-07T08:59:42.567+0900","0.70","104","4.53","","","","","",""
"335","64.843993","-163.727923","67","2022-07-07T08:59:51.568+0900","0.80","80","4.58","","","","","",""
"336","64.844026","-163.727817","65","2022-07-07T09:00:00.629+0900","0.77","101","4.36","","","","","",""
"337","64.844026","-163.727616","64","2022-07-07T09:00:10.000+0900","0.43","96","4.26","","","","","",""
"338","64.844079","-163.727568","64","2022-07-07T09:00:21.506+0900","0.58","27","4.26","","","","","",""
"339","64.844122","-163.727499","65","2022-07-07T09:00:32.248+0900","0.53","34","4.32","","","","","",""
"340","64.844168","-163.727471","69","2022-07-07T09:00:41.688+0900","0.51","1","3.76","","","","","",""
"341","64.844257","-163.727434","69","2022-07-07T09:00:51.306+0900","0.70","10","4.39","","","","","",""
"342","64.844316","-163.727484","69","2022-07-07T09:01:00.507+0900","0.83","339","3.88","","","","","",""
"343","64.844379","-163.727486","66","2022-07-07T09:01:10.644+0900","0.55","321","4.51","","","","","",""
"344","64.844440","-163.727445","65","2022-07-07T09:01:19.668+0900","0.69","35","4.82","","","","","",""
"345","64.844526","-163.727440","65","2022-07-07T09:01:29.000+0900","0.58","22","4.08","","","","","",""
"346","64.844564","-163.727492","67","2022-07-07T09:01:39.147+0900","0.53","359","4.06","","","","","",""
"347","64.844618","-163.727447","67","2022-07-07T09:01:48.285+0900","0.66","103","4.19","","","","","",""
"348","64.844659","-163.727398","68","2022-07-07T09:01:57.426+0900","0.63","93","4.30","","","","","",""
"349","64.844614","-163.727398","70","2022-07-07T09:02:07.289+0900","0.53","152","3.66","","","","","",""
"350","64.844600","-163.727266","69","2022-07-07T09:02:17.567+0900","0.55","90","4.06","","","","","",""
"351","64.844586","-163.727208","67","2022-07-07T09:02:27.307+0900","0.00","131","4.33","","","","","",""
"352","64.844576","-163.727209","67","2022-07-07T09:02:53.000+0900","0.40","124","3.56","","","","","",""
"353","64.844568","-163.727193","66","2022-07-07T09:03:02.609+0900","0.62","167","3.97","","","","","",""
"354","64.844550","-163.727014","64","2022-07-07T09:03:12.565+0900","0.43","125","4.51","","","","","",""
"355","64.844535","-163.726940","64","2022-07-07T09:03:22.000+0900","0.00","90","4.06","","","","","",""
"356","64.844559","-163.726828","64","2022-07-07T09:03:32.506+0900","1.06","35","4.40","","","","","",""
"357","64.844584","-163.726686","64","2022-07-07T09:03:43.263+0900","0.62","93","4.68","","","","","",""
"358","64.844599","-163.726516","64","2022-07-07T09:03:52.550+0900","0.70","80","3.95","","","","","",""
"359","64.844629","-163.726506","64","2022-07-07T09:04:02.706+0900","0.49","317","4.70","","","","","",""
"360","64.844704","-163.726397","63","2022-07-07T09:04:12.542+0900","0.56","8","4.59","","","","","",""
"361","64.844758","-163.726325","64","2022-07-07T09:04:23.125+0900","0.25","8","4.30","","","","","",""
"362","64.844804","-163.726253","64","2022-07-07T09:04:33.569+0900","0.82","32","4.31","","","","","",""
"363","64.844823","-163.726156","62","2022-07-07T09:04:43.247+0900","0.34","84","3.73","","","","","",""
"364","64.844822","-163.726096","62","2022-07-07T09:04:53.024+0900","0.12","108","3.29","","","","","",""
"365","64.844806","-163.726013","61","2022-07-07T09:05:02.410+0900","0.72","92","3.99","","","","","",""
"366","64.844822","-163.725901","60","2022-07-07T09:05:12.449+0900","0.54","111","4.14","","","","","",""
"367","64.844831","-163.725888","60","2022-07-07T09:05:23.384+0900","0.00","107","3.24","","","","","",""
"368","64.844816","-163.725863","60","2022-07-07T09:05:38.000+0900","0.11","54","3.80","","","","","",""
"369","64.844768","-163.725800","59","2022-07-07T09:05:47.306+0900","0.60","115","3.96","","","","","",""
"370","64.844774","-163.725645","58","2022-07-07T09:05:57.646+0900","0.67","106","4.34","","","","","",""
"371","64.844776","-163.725511","58","2022-07-07T09:06:07.285+0900","0.78","109","4.13","","","","","",""
"372","64.844794","-163.725383","58","2022-07-07T09:06:16.465+0900","0.43","123","4.36","","","","","",""
"373","64.844783","-163.725261","58","2022-07-07T09:06:26.365+0900","0.60","143","4.51","","","","","",""
"374","64.844732","-163.725352","62","2022-07-07T09:06:37.605+0900","0.55","195","4.39","","","","","",""
"375","64.844688","-163.725279","60","2022-07-07T09:06:47.408+0900","0.38","152","4.26","","","","","",""
"376","64.844595","-163.725255","59","2022-07-07T09:06:57.000+0900","0.53","173","4.46","","","","","",""
"377","64.844540","-163.725295","58","2022-07-07T09:07:08.607+0900","0.71","163","4.07","","","","","",""
"378","64.844492","-163.725305","59","2022-07-07T09:07:18.369+0900","0.56","136","3.84","","","","","",""
"379","64.844416","-163.725304","59","2022-07-07T09:07:27.748+0900","0.66","178","3.70","","","","","",""
"380","64.844344","-163.725320","59","2022-07-07T09:07:38.727+0900","0.67","203","4.03","","","","","",""
"381","64.844276","-163.725267","56","2022-07-07T09:07:48.264+0900","0.67","165","4.35","","","","","",""
"382","64.844210","-163.725290","57","2022-07-07T09:07:58.607+0900","0.66","188","4.22","","","","","",""
"383","64.844146","-163.725302","57","2022-07-07T09:08:08.000+0900","0.62","178","3.86","","","","","",""
"384","64.844094","-163.725283","58","2022-07-07T09:08:17.645+0900","0.67","185","4.54","","","","","",""
"385","64.844042","-163.725264","58","2022-07-07T09:08:27.246+0900","0.43","177","4.38","","","","","",""
"386","64.843956","-163.725267","57","2022-07-07T09:08:37.608+0900","0.74","190","4.76","","","","","",""
"387","64.843882","-163.725299","57","2022-07-07T09:08:47.289+0900","0.79","192","4.56","","","","","",""
"388","64.843820","-163.725259","58","2022-07-07T09:08:56.603+0900","0.81","177","4.61","","","","","",""
"389","64.843758","-163.725265","56","2022-07-07T09:09:06.525+0900","0.69","188","4.33","","","","","",""
"390","64.843700","-163.725286","58","2022-07-07T09:09:15.648+0900","0.70","188","4.09","","","","","",""
"391","64.843627","-163.725385","58","2022-07-07T09:09:25.267+0900","0.71","199","4.80","","","","","",""
"392","64.843556","-163.725377","58","2022-07-07T09:09:34.502+0900","0.79","167","4.47","","","","","",""
"393","64.843453","-163.725345","59","2022-07-07T09:09:44.000+0900","0.94","174","4.60","","","","","",""
"394","64.843407","-163.725368","60","2022-07-07T09:09:53.223+0900","0.53","154","4.36","","","","","",""
"395","64.843344","-163.725391","60","2022-07-07T09:10:03.203+0900","0.70","177","3.92","","","","","",""
"396","64.843282","-163.725423","61","2022-07-07T09:10:12.731+0900","0.53","181","4.54","","","","","",""
"397","64.843250","-163.725271","59","2022-07-07T09:10:22.000+0900","0.59","122","4.55","","","","","",""
"398","64.843228","-163.725090","58","2022-07-07T09:10:32.667+0900","0.66","106","4.71","","","","","",""
"399","64.843215","-163.724974","59","2022-07-07T09:10:42.427+0900","0.39","91","4.12","","","","","",""
"400","64.843177","-163.724896","59","2022-07-07T09:10:51.487+0900","0.39","129","4.29","","","","","",""
"401","64.843146","-163.724752","60","2022-07-07T09:11:02.744+0900","0.46","111","4.23","","","","","",""
"402","64.843119","-163.724578","61","2022-07-07T09:11:12.602+0900","0.57","121","4.20","","","","","",""
"403","64.843128","-163.724581","57","2022-07-07T09:11:28.588+0900","0.00","136","3.41","","","","","",""
"404","64.843119","-163.724564","59","2022-07-07T09:11:43.346+0900","0.70","195","3.62","","","","","",""
"405","64.843102","-163.724397","59","2022-07-07T09:11:52.409+0900","0.58","58","4.11","","","","","",""
"406","64.843103","-163.724243","59","2022-07-07T09:12:02.187+0900","0.89","87","4.63","","","","","",""
"407","64.843110","-163.724092","57","2022-07-07T09:12:11.568+0900","0.58","71","4.19","","","","","",""
"408","64.843184","-163.724093","57","2022-07-07T09:12:20.728+0900","0.84","14","3.72","","","","","",""
"409","64.843231","-163.724043","57","2022-07-07T09:12:30.000+0900","0.19","0","3.77","","","","","",""
"410","64.843228","-163.724023","57","2022-07-07T09:12:50.583+0900","0.21","0","3.46","","","","","",""
"411","64.843326","-163.723979","57","2022-07-07T09:13:01.563+0900","0.86","23","4.82","","","","","",""
"412","64.843399","-163.723935","58","2022-07-07T09:13:11.000+0900","0.75","29","4.77","","","","","",""
"413","64.843454","-163.723894","57","2022-07-07T09:13:21.683+0900","0.79","23","4.45","","","","","",""
"414","64.843523","-163.723898","59","2022-07-07T09:13:32.322+0900","0.68","13","4.25","","","","","",""
"415","64.843577","-163.723913","59","2022-07-07T09:13:41.349+0900","0.85","25","4.06","","","","","",""
"416","64.843652","-163.723970","60","2022-07-07T09:13:52.704+0900","0.79","332","3.87","","","","","",""
"417","64.843743","-163.723947","60","2022-07-07T09:14:03.545+0900","0.76","7","4.23","","","","","",""
"418","64.843817","-163.723868","61","2022-07-07T09:14:14.629+0900","0.96","14","4.49","","","","","",""
"419","64.843876","-163.723840","61","2022-07-07T09:14:24.606+0900","0.78","9","4.37","","","","","",""
"420","64.843936","-163.723907","60","2022-07-07T09:14:35.204+0900","0.60","338","3.87","","","","","",""
"421","64.844000","-163.723942","60","2022-07-07T09:14:46.564+0900","0.66","349","4.39","","","","","",""
"422","64.844080","-163.723977","60","2022-07-07T09:14:57.648+0900","0.82","327","4.54","","","","","",""
"423","64.844151","-163.723968","60","2022-07-07T09:15:07.347+0900","0.82","5","4.46","","","","","",""
"424","64.844207","-163.723990","61","2022-07-07T09:15:17.285+0900","0.68","356","4.36","","","","","",""
"425","64.844273","-163.723999","62","2022-07-07T09:15:28.621+0900","0.33","4","4.65","","","","","",""
"426","64.844317","-163.723980","62","2022-07-07T09:15:38.208+0900","0.25","306","4.31","","","","","",""
"427","64.844368","-163.724061","60","2022-07-07T09:15:47.548+0900","0.60","318","4.51","","","","","",""
"428","64.844435","-163.724009","60","2022-07-07T09:15:57.388+0900","0.62","8","4.50","","","","","",""
"429","64.844486","-163.723912","60","2022-07-07T09:16:08.708+0900","0.59","19","4.03","","","","","",""
"430","64.844569","-163.723894","60","2022-07-07T09:16:19.405+0900","0.65","16","4.21","","","","","",""
"431","64.844620","-163.723825","61","2022-07-07T09:16:28.568+0900","0.45","31","4.18","","","","","",""
"432","64.844686","-163.723740","61","2022-07-07T09:16:37.690+0900","0.66","38","4.47","","","","","",""
"433","64.844771","-163.723712","61","2022-07-07T09:16:48.604+0900","0.74","6","4.21","","","","","",""
"434","64.844827","-163.723712","59","2022-07-07T09:16:58.203+0900","0.68","360","4.51","","","","","",""
"435","64.844875","-163.723677","58","2022-07-07T09:17:07.566+0900","0.57","358","4.14","","","","","",""
"436","64.844945","-163.723653","60","2022-07-07T09:17:16.727+0900","0.84","24","4.41","","","","","",""
"437","64.845015","-163.723552","61","2022-07-07T09:17:27.966+0900","0.71","21","4.46","","","","","",""
"438","64.845083","-163.723480","61","2022-07-07T09:17:37.000+0900","0.75","35","4.45","","","","","",""
"439","64.845124","-163.723521","60","2022-07-07T09:17:46.345+0900","0.55","340","4.20","","","","","",""
"440","64.845193","-163.723484","61","2022-07-07T09:17:56.641+0900","0.94","37","4.37","","","","","",""
"441","64.845181","-163.723340","58","2022-07-07T09:18:06.467+0900","0.57","98","4.46","","","","","",""
"442","64.845198","-163.723182","57","2022-07-07T09:18:16.000+0900","0.73","72","4.56","","","","","",""
"443","64.845192","-163.723089","57","2022-07-07T09:18:25.349+0900","0.57","90","4.37","","","","","",""
"444","64.845187","-163.722928","57","2022-07-07T09:18:35.000+0900","0.41","70","4.09","","","","","",""
"445","64.845194","-163.722824","57","2022-07-07T09:18:44.306+0900","0.59","78","4.32","","","","","",""
"446","64.845206","-163.722674","56","2022-07-07T09:18:53.404+0900","0.63","92","4.46","","","","","",""
"447","64.845178","-163.722617","56","2022-07-07T09:19:03.000+0900","0.28","180","4.03","","","","","",""
"448","64.845151","-163.722622","56","2022-07-07T09:19:12.243+0900","0.30","172","3.82","","","","","",""
"449","64.845130","-163.722633","56","2022-07-07T09:19:23.000+0900","0.00","180","3.33","","","","","",""
"450","64.845119","-163.722616","56","2022-07-07T09:19:35.000+0900","0.61","161","3.30","","","","","",""
"451","64.845096","-163.722622","56","2022-07-07T09:19:44.182+0900","0.63","232","3.86","","","","","",""
"452","64.845050","-163.722581","55","2022-07-07T09:19:54.109+0900","0.28","167","4.24","","","","","",""
"453","64.845007","-163.722476","56","2022-07-07T09:20:04.309+0900","0.42","149","3.97","","","","","",""
"454","64.844969","-163.722375","57","2022-07-07T09:20:13.582+0900","0.83","132","4.12","","","","","",""
"455","64.844906","-163.722308","58","2022-07-07T09:20:24.647+0900","0.80","156","4.32","","","","","",""
"456","64.844841","-163.722284","55","2022-07-07T09:20:35.546+0900","0.80","109","4.26","","","","","",""
"457","64.844768","-163.722238","57","2022-07-07T09:20:45.146+0900","0.62","142","4.23","","","","","",""
"458","64.844714","-163.722262","58","2022-07-07T09:20:54.604+0900","0.79","176","3.86","","","","","",""
"459","64.844654","-163.722200","60","2022-07-07T09:21:04.000+0900","0.38","156","3.94","","","","","",""
"460","64.844587","-163.722165","61","2022-07-07T09:21:13.742+0900","0.72","180","4.46","","","","","",""
"461","64.844506","-163.722091","59","2022-07-07T09:21:23.000+0900","0.73","163","4.60","","","","","",""
"462","64.844450","-163.722038","58","2022-07-07T09:21:32.563+0900","0.75","166","4.41","","","","","",""
"463","64.844385","-163.722037","60","2022-07-07T09:21:42.000+0900","0.83","168","4.22","","","","","",""
"464","64.844336","-163.722045","59","2022-07-07T09:21:51.731+0900","0.90","183","4.45","","","","","",""
"465","64.844264","-163.722019","59","2022-07-07T09:22:01.483+0900","0.80","171","3.91","","","","","",""
"466","64.844224","-163.721923","60","2022-07-07T09:22:11.404+0900","0.30","148","4.53","","","","","",""
"467","64.844155","-163.721898","59","2022-07-07T09:22:20.663+0900","0.54","156","4.20","","","","","",""
"468","64.844064","-163.721868","58","2022-07-07T09:22:31.609+0900","0.82","167","4.75","","","","","",""
"469","64.844010","-163.721903","55","2022-07-07T09:22:41.744+0900","0.82","194","4.78","","","","","",""
"470","64.843946","-163.721954","57","2022-07-07T09:22:51.000+0900","0.65","189","4.78","","","","","",""
"471","64.843891","-163.721911","57","2022-07-07T09:23:01.428+0900","0.49","156","4.50","","","","","",""
"472","64.843806","-163.721844","57","2022-07-07T09:23:10.687+0900","0.77","170","4.50","","","","","",""
"473","64.843766","-163.721819","56","2022-07-07T09:23:20.194+0900","0.13","229","4.23","","","","","",""
"474","64.843746","-163.721808","55","2022-07-07T09:23:29.330+0900","0.01","229","3.42","","","","","",""
"475","64.843747","-163.721726","55","2022-07-07T09:23:39.000+0900","0.11","54","3.81","","","","","",""
"476","64.843733","-163.721704","55","2022-07-07T09:23:49.347+0900","0.60","153","3.21","","","","","",""
"477","64.843646","-163.721717","56","2022-07-07T09:23:59.707+0900","0.78","186","4.56","","","","","",""
"478","64.843570","-163.721720","58","2022-07-07T09:24:09.469+0900","0.77","183","4.12","","","","","",""
"479","64.843514","-163.721654","57","2022-07-07T09:24:18.564+0900","0.76","178","4.20","","","","","",""
"480","64.843442","-163.721662","57","2022-07-07T09:24:28.246+0900","0.75","181","4.18","","","","","",""
"481","64.843350","-163.721711","55","2022-07-07T09:24:38.000+0900","0.82","188","4.55","","","","","",""
"482","64.843283","-163.721714","55","2022-07-07T09:24:47.468+0900","0.86","185","4.49","","","","","",""
"483","64.843225","-163.721712","54","2022-07-07T09:24:56.549+0900","0.79","187","5.13","","","","","",""
"484","64.843152","-163.721758","53","2022-07-07T09:25:06.126+0900","0.64","204","4.19","","","","","",""
"485","64.843084","-163.721756","51","2022-07-07T09:25:16.544+0900","0.77","176","4.13","","","","","",""
"486","64.843039","-163.721672","52","2022-07-07T09:25:27.344+0900","0.47","146","3.76","","","","","",""
"487","64.843030","-163.721657","51","2022-07-07T09:25:42.000+0900","0.58","167","3.36","","","","","",""
"488","64.842986","-163.721640","54","2022-07-07T09:25:51.630+0900","0.59","173","4.30","","","","","",""
"489","64.842898","-163.721587","56","2022-07-07T09:26:02.561+0900","0.78","174","4.61","","","","","",""
"490","64.842823","-163.721642","55","2022-07-07T09:26:11.626+0900","0.82","174","3.83","","","","","",""
"491","64.842754","-163.721622","54","2022-07-07T09:26:21.206+0900","0.76","179","4.43","","","","","",""
"492","64.842693","-163.721592","54","2022-07-07T09:26:30.507+0900","0.80","185","4.79","","","","","",""
"493","64.842618","-163.721562","55","2022-07-07T09:26:40.204+0900","0.83","173","4.69","","","","","",""
"494","64.842573","-163.721521","55","2022-07-07T09:26:49.586+0900","0.57","158","4.54","","","","","",""
"495","64.842515","-163.721525","56","2022-07-07T09:26:59.688+0900","0.55","176","4.45","","","","","",""
"496","64.842470","-163.721381","57","2022-07-07T09:27:09.563+0900","0.63","146","4.63","","","","","",""
"497","64.842433","-163.721283","56","2022-07-07T09:27:18.583+0900","0.46","167","4.58","","","","","",""
"498","64.842431","-163.721155","55","2022-07-07T09:27:28.746+0900","0.32","150","4.41","","","","","",""
"499","64.842406","-163.721063","54","2022-07-07T09:27:38.000+0900","0.59","153","4.08","","","","","",""
"500","64.842387","-163.720989","54","2022-07-07T09:27:47.405+0900","0.58","66","4.22","","","","","",""
"501","64.842357","-163.720806","54","2022-07-07T09:27:57.704+0900","0.72","114","4.66","","","","","",""
"502","64.842330","-163.720658","56","2022-07-07T09:28:07.587+0900","0.74","114","4.66","","","","","",""
"503","64.842313","-163.720522","55","2022-07-07T09:28:17.008+0900","0.76","118","4.51","","","","","",""
"504","64.842308","-163.720363","57","2022-07-07T09:28:26.343+0900","0.74","99","4.28","","","","","",""
"505","64.842302","-163.720194","55","2022-07-07T09:28:36.326+0900","0.78","98","4.70","","","","","",""
"506","64.842308","-163.720044","55","2022-07-07T09:28:46.728+0900","0.76","93","4.62","","","","","",""
"507","64.842383","-163.720027","56","2022-07-07T09:28:57.568+0900","0.46","62","4.67","","","","","",""
"508","64.842465","-163.719928","57","2022-07-07T09:29:07.729+0900","1.18","49","4.37","","","","","",""
"509","64.842529","-163.719847","58","2022-07-07T09:29:17.690+0900","0.78","33","4.52","","","","","",""
"510","64.842602","-163.719828","61","2022-07-07T09:29:27.509+0900","0.71","17","4.52","","","","","",""
"511","64.842670","-163.719793","62","2022-07-07T09:29:37.629+0900","0.84","73","4.47","","","","","",""
"512","64.842730","-163.719827","59","2022-07-07T09:29:48.467+0900","0.56","343","4.48","","","","","",""
"513","64.842809","-163.719851","59","2022-07-07T09:29:57.706+0900","0.86","329","4.65","","","","","",""
"514","64.842870","-163.719859","56","2022-07-07T09:30:07.647+0900","0.73","350","4.61","","","","","",""
"515","64.842945","-163.719826","57","2022-07-07T09:30:18.264+0900","0.73","1","4.65","","","","","",""
"516","64.843018","-163.719755","58","2022-07-07T09:30:27.609+0900","0.77","11","4.40","","","","","",""
"517","64.843077","-163.719698","57","2022-07-07T09:30:37.000+0900","0.44","37","4.46","","","","","",""
"518","64.843090","-163.719687","57","2022-07-07T09:30:46.569+0900","0.57","43","3.96","","","","","",""
"519","64.843170","-163.719729","57","2022-07-07T09:30:56.504+0900","0.97","357","5.06","","","","","",""
"520","64.843233","-163.719769","56","2022-07-07T09:31:05.665+0900","0.70","349","4.70","","","","","",""
"521","64.843294","-163.719711","56","2022-07-07T09:31:16.705+0900","0.35","22","3.88","","","","","",""
"522","64.843359","-163.719681","56","2022-07-07T09:31:26.307+0900","0.65","359","4.40","","","","","",""
